Tiempo,AccX,AccY,AccZ,GiroY,KalmanGiroY,Pitch,KalmanPitch
24.84,320.0,-3616.0,14768.0,2.16,0.3,13.76,13.56
24.9,456.0,-3500.0,14764.0,1.99,0.15,13.34,13.54
24.96,352.0,-3632.0,14840.0,1.87,0.01,13.75,13.56
25.02,396.0,-3564.0,14784.0,1.67,-0.17,13.55,13.55
25.09,448.0,-3576.0,14996.0,2.05,0.21,13.41,13.55
25.15,376.0,-3448.0,14836.0,1.91,0.05,13.08,13.51
25.21,364.0,-3588.0,14700.0,1.89,0.0,13.72,13.53
25.27,392.0,-3580.0,14448.0,1.79,-0.09,13.92,13.56
25.33,436.0,-3412.0,14760.0,1.94,0.09,13.02,13.51
25.39,464.0,-3416.0,14800.0,1.73,-0.16,13.0,13.45
25.46,352.0,-3572.0,14860.0,1.93,0.01,13.52,13.46
25.52,376.0,-3564.0,14644.0,2.22,0.3,13.68,13.5
25.58,488.0,-3604.0,14768.0,2.04,0.13,13.71,13.53
25.64,444.0,-3580.0,15216.0,1.67,-0.22,13.24,13.48
25.7,428.0,-3608.0,14584.0,1.92,0.01,13.9,13.53
25.76,260.0,-3544.0,14776.0,1.86,-0.02,13.49,13.52
25.82,488.0,-3548.0,14648.0,1.68,-0.2,13.62,13.52
25.89,368.0,-3540.0,14716.0,1.98,0.11,13.53,13.53
25.95,412.0,-3528.0,14912.0,2.08,0.2,13.31,13.52
26.01,400.0,-3416.0,14624.0,1.88,-0.01,13.15,13.48
26.07,248.0,-3420.0,14616.0,1.94,0.02,13.17,13.45
26.13,396.0,-3568.0,14664.0,1.81,-0.13,13.68,13.46
26.19,408.0,-3548.0,14684.0,1.79,-0.14,13.58,13.47
26.26,460.0,-3508.0,14636.0,1.94,0.02,13.48,13.47
26.32,420.0,-3572.0,14804.0,2.02,0.1,13.57,13.49
26.38,312.0,-3680.0,14748.0,1.77,-0.14,14.01,13.53
26.44,472.0,-3472.0,14728.0,2.02,0.15,13.26,13.51
26.5,228.0,-3548.0,14964.0,1.81,-0.08,13.34,13.49
26.56,720.0,-4444.0,14320.0,2.54,0.64,17.24,13.91
26.62,368.0,-3996.0,13132.0,-2.32,-3.95,16.92,14.0
26.69,556.0,-11152.0,11976.0,-0.86,-2.25,42.96,16.85
26.75,376.0,-12180.0,9420.0,-0.24,0.55,52.28,20.54
26.81,60.0,-13804.0,8252.0,-0.44,2.98,59.13,24.68
26.87,236.0,-15588.0,4752.0,0.64,6.94,73.05,30.04
26.94,544.0,-16308.0,1848.0,0.14,10.01,83.53,36.09
27.0,316.0,-16340.0,-1244.0,0.11,13.92,94.35,42.86
27.06,584.0,-16216.0,-4496.0,0.4,18.49,105.5,50.37
27.12,364.0,-15256.0,-7604.0,-0.27,22.4,116.49,58.5
27.19,656.0,-13884.0,-10320.0,-0.44,27.07,126.62,67.16
27.26,444.0,-11752.0,-13044.0,-0.66,31.85,137.98,76.46
27.32,672.0,-10200.0,-14532.0,0.2,37.9,144.94,85.91
27.39,484.0,-6012.0,-16680.0,0.07,42.77,160.18,96.23
27.45,564.0,-2964.0,-17428.0,0.2,48.33,170.35,106.82
27.52,312.0,752.0,-17940.0,0.58,54.11,-177.6,-242.03
27.58,348.0,3908.0,-17028.0,0.36,59.37,-167.07,-230.63
27.65,412.0,6816.0,-16228.0,0.7,65.13,-157.22,-218.97
27.72,216.0,10172.0,-13692.0,0.24,69.94,-143.39,-206.78
27.78,344.0,11564.0,-12572.0,0.39,75.52,-137.39,-194.81
27.85,416.0,14480.0,-8892.0,-0.4,79.66,-121.55,-182.15
27.92,568.0,15376.0,-7344.0,1.06,86.34,-115.53,-169.79
27.99,412.0,16340.0,-3416.0,0.03,90.0,-101.81,-157.15
28.05,456.0,16288.0,560.0,1.05,95.79,-88.03,-144.03
28.11,380.0,15764.0,3712.0,0.34,99.92,-76.75,-131.18
28.18,476.0,14404.0,6704.0,1.31,105.56,-65.04,-118.05
28.24,528.0,12856.0,8804.0,0.83,109.62,-55.6,-104.98
28.31,424.0,10024.0,11740.0,1.0,114.01,-40.49,-91.44
28.38,208.0,6924.0,13552.0,0.8,118.17,-27.06,-77.66
28.44,392.0,4108.0,14744.0,0.47,122.17,-15.57,-64.03
28.5,400.0,1044.0,15440.0,-0.19,125.64,-3.87,-50.41
28.57,296.0,-1796.0,14608.0,0.27,130.06,7.01,-36.85
28.63,464.0,-5544.0,14484.0,0.54,134.06,20.95,-23.15
28.7,308.0,-8276.0,13252.0,0.1,137.36,31.99,-9.42
28.76,416.0,-10616.0,11564.0,-1.4,139.37,42.55,3.94
28.82,336.0,-13316.0,8360.0,0.31,144.34,57.88,17.93
28.89,544.0,-14696.0,6040.0,0.01,147.42,67.66,31.51
28.95,628.0,-15872.0,3052.0,0.2,150.66,79.12,45.04
29.01,420.0,-16532.0,220.0,0.85,154.19,89.24,58.4
29.07,564.0,-16384.0,-3100.0,-0.75,155.18,100.71,71.46
29.14,516.0,-15396.0,-6284.0,-0.16,158.23,112.2,85.15
29.21,612.0,-14752.0,-9288.0,0.08,160.75,122.19,98.61
29.27,368.0,-12496.0,-12100.0,-0.68,161.99,134.08,111.82
29.34,492.0,-9892.0,-14284.0,0.27,164.83,145.3,125.48
29.41,568.0,-6788.0,-16408.0,0.49,166.74,157.53,138.8
29.47,380.0,-3108.0,-17344.0,0.22,168.08,169.84,152.09
29.54,384.0,-88.0,-17780.0,0.6,169.98,179.72,165.13
29.61,284.0,3204.0,-17372.0,0.4,171.04,-169.55,-182.35
29.67,400.0,6384.0,-16484.0,0.36,172.09,-158.83,-169.45
29.74,212.0,8588.0,-15132.0,0.43,173.07,-150.42,-156.98
29.81,400.0,12448.0,-12232.0,0.36,173.57,-134.5,-144.11
29.88,420.0,13432.0,-10248.0,1.64,175.68,-127.34,-131.55
29.94,140.0,15516.0,-6052.0,-0.32,174.09,-111.31,-118.71
30.01,580.0,16084.0,-3216.0,-0.16,174.89,-101.31,-106.13
30.08,368.0,16212.0,100.0,0.93,176.4,-89.65,-93.56
30.15,564.0,15792.0,3412.0,0.08,175.89,-77.81,-81.95
30.21,-68.0,14596.0,5988.0,0.82,177.0,-67.69,-70.26
30.27,632.0,12728.0,9036.0,0.94,177.33,-54.63,-58.42
30.34,284.0,10452.0,11248.0,0.51,177.23,-42.9,-46.59
30.4,324.0,8176.0,13156.0,0.49,177.52,-31.86,-34.65
30.47,328.0,5064.0,14488.0,0.44,177.71,-19.27,-22.81
30.53,388.0,1532.0,15044.0,0.37,177.94,-5.81,-10.79
30.6,560.0,-2116.0,15052.0,0.42,178.42,8.0,1.28
30.66,436.0,-4440.0,14696.0,-0.23,178.34,16.81,12.65
30.72,500.0,-7376.0,13520.0,0.56,179.49,28.62,24.65
30.78,556.0,-10260.0,11280.0,0.75,180.01,42.29,36.68
30.85,468.0,-12160.0,9500.0,-0.31,179.42,52.0,48.61
30.91,236.0,-14376.0,6632.0,0.38,180.4,65.23,60.73
30.98,464.0,-15688.0,3904.0,0.26,180.66,76.03,72.56
31.04,508.0,-16352.0,492.0,-0.09,180.6,88.28,84.42
31.1,304.0,-16416.0,-2724.0,-0.38,180.63,99.42,96.21
31.17,304.0,-16008.0,-6308.0,0.66,181.94,111.51,108.45
31.23,408.0,-14632.0,-8968.0,-0.28,181.26,121.5,120.6
31.3,444.0,-12244.0,-11840.0,0.06,181.68,134.04,132.98
31.37,672.0,-9844.0,-14152.0,0.14,181.85,145.18,145.25
31.44,544.0,-7244.0,-15852.0,-0.29,181.41,155.44,157.1
31.5,156.0,-5384.0,-16920.0,0.45,182.01,162.35,168.63
31.57,736.0,-1208.0,-17640.0,0.27,181.29,176.08,180.19
31.64,132.0,2248.0,-17520.0,0.44,181.1,-172.69,-168.31
31.7,324.0,5596.0,-16696.0,0.48,180.77,-161.47,-156.69
31.77,328.0,9416.0,-14832.0,0.01,179.88,-147.59,-144.88
31.84,576.0,10368.0,-13448.0,0.82,180.46,-142.37,-133.74
